word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
xrh\,χρή,verb,de\,δέ,particle,ou)de\,οὐδέ,particle,ta\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,metw/pw|,μέτωπον,noun,dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,xro/nou,katapla/ssein,καταπλάσσω,verb,kai\,καί,conjunction,e)pidei=n,ἐπεῖδον,verb,a)ll',ἀλλά,adverb,e)peida\n,ἐπειδάν,conjunction,pau/shtai,παύω,verb,χρόνος,noun,flegmai/nonta,φλεγμαίνω,verb,kai\,καί,conjunction,to\,ὁ,article,oi)/dhma,οἴδημα,noun,katasth=|,pau/sasqai,παύω,verb,katapla/ssonta,καταπλάσσω,verb,kai\,e)pide/onta,ἐπιδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,καθίστημι,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,th=|,ὁ,article,a)/llh|,ἄλλος,adjective,kefalh=|,κεφαλή,noun,e(/lkos,ἕλκος,noun,ou)/te,οὔτε,adverb,motou=n,μοτώ,noun,xrh\,χρή,verb,ou)/te,οὔτε,adverb,katapla/ssein,ou)/t',οὔτε,adverb,e)pidei=n,ἐπεῖδον,verb,ei),εἰ,conjunction,mh\,μή,conjunction,kai\,καί,conjunction,tomh=s,τομεύς,noun,καταπλάσσω,verb,de/oito,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/mnein,τέμνω,verb,de\,δέ,particle,xrh\,χρή,verb,tw=n,ὁ,article,e(lke/wn,ἕλκος,noun,tw=n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,kefalh=|,κεφαλή,noun,ginome/nwn,γίγνομαι,verb,kai\,e)n,ἐν,preposition,tw=|,ὁ,article,metw/pw|,μέτωπον,noun,o(/kou,ὅπου,adverb,a)\n,ἄν,particle,to\,ὁ,article,καί,conjunction,me\n,μέν,particle,o)ste/on,ὀστέον,noun,yilo\n,ψιλός,adjective,h)=|,εἰμί,verb,th=s,sarko\s,σάρξ,adjective,kai\,καί,conjunction,doke/h|,ti,τις,pronoun,si/nos,σίνος,noun,e)/xein,ἔχω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,be/leos,βέλος,noun,ta\,ὁ,article,e(/lkea,ἕλκος,noun,mh\,i(kana\,ἱκανός,adjective,ὁ,article,δοκέω,verb,μή,conjunction,to\,ὁ,article,me/geqos,μέγεθος,adjective,tou=,ὁ,article,mh/keos,μῆκος,adjective,kai\,καί,conjunction,th=s,ὁ,article,eu)ru/thtos,εὐρύτης,adjective,e)s,εἰς,preposition,th\n,ske/yin,σκέψις,noun,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,ei)/,εἰ,conjunction,ti,τις,pronoun,pe/ponqen,πάσχω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,be/leos,βέλος,noun,kako\n,κακός,adjective,ὁ,article,kai\,καί,conjunction,o(koi=o/n,ὁποῖος,adjective,ti,τις,pronoun,pe/ponqe,πάσχω,verb,kai\,καί,conjunction,o(/son,ὅσος,adjective,me\n,μέν,particle,h(,ὁ,article,sa\rc,σάρξ,adjective,pe/flastai,,,kai\,καί,conjunction,to\,ὁ,article,o)ste/on,ὀστέον,noun,e)/xei,ἔχω,verb,to\,ὁ,article,si/nos,σίνος,noun,kai\,καί,conjunction,d',δέ,particle,au)=,αὖ,interjection,ei),εἰ,conjunction,a)sine/s,ἀσινής,adverb,te/,τε,particle,e)sti,εἰμί,verb,to\,ὁ,article,o)ste/on,ὀστέον,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,be/leos,βέλος,noun,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,pe/ponqe,πάσχω,verb,kako\n,κακός,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,th\n,ὁ,article,i)/hsin,εἶμι,verb,o(koi/hs,ὁποῖος,adjective,tino\s,τις,pronoun,dei=tai,δέομαι,verb,to/,ὁ,article,te,τε,particle,e(/lkos,ἕλκος,noun,h(/,ὅς,pronoun,te,τε,particle,sa\rc,σάρξ,adjective,kai\,καί,conjunction,h(,ὁ,article,pa/qh,πάθη,noun,tou=,ὁ,article,o)ste/ou,ὀστέον,noun
ta\,ὁ,article,dh\,δή,particle,toiau=ta,τοιοῦτος,adjective,tw=n,ὁ,article,e(lke/wn,ἕλκος,noun,tomh=s,τομεύς,noun,dei=tai,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)\n,ἄν,particle,me\n,μέν,particle,to\,ὁ,article,o)ste/on,ὀστέον,noun,yilwqh=|,ψιλόω,verb,th=s,ὁ,article,sarko\s,σάρξ,adjective,u(po/koila,ὑπόκοιλος,adjective,de\,δέ,particle,h)=|,e)s,εἰς,preposition,pla/gion,πλάγιον,noun,e)pipolu\,ἐπιπολύ,adverb,e)panata/mnein,ἐπανατέμνω,verb,to\,ὁ,article,koi=lon,κόιλος,adjective,εἰμί,verb,o(/kou,ὅπου,adverb,mh\,μή,conjunction,eu)xere\s,εὐχερής,adverb,tw=|,ὁ,article,farma/kw|,e)fike/sqai,ἐφικνέομαι,verb,o(koi/w|,ὁποῖος,adjective,a)/n,tini,τις,pronoun,xrh=|,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,φάρμακον,noun,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,kuklotere/a,κυκλοτερής,adverb,tw=n,ὁ,article,e(lke/wn,ἕλκος,noun,kai\,καί,conjunction,u(po/koila,ὑπόκοιλος,adjective,e)pi\,ἐπί,preposition,poulu\,πολύς,adjective,kai\,καί,conjunction,ta\,toiau=ta,τοιοῦτος,adjective,e)panata/mnwn,ἐπανατέμνω,verb,to\n,ὁ,article,ku/klon,κύκλος,noun,dixh=,διχῆ,adverb,kata\,κατά,preposition,ὁ,article,mh=kos,μῆκος,adjective,w(s,ὡς,conjunction,pe/fuken,φύω,verb,w(/nqrwpos,ἄνθρωπος,noun,makro\n,poie/ein,ποιέω,verb,to\,ὁ,article,e(/lkos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μακρός,adjective,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ta/mnonti,τέμνω,verb,de\,δέ,particle,kefalh\n,κεφαλή,noun,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,th=s,ὁ,article,kefalh=s,κεφαλή,noun,a)sfalei/hn,,,e)/xei,ἔχω,verb,tamno/mena,,,,,,,,,,,,,,,,,,,τέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kro/tafos,κρόταφος,noun,kai\,καί,conjunction,a)/nwqen,ἄνωθεν,adverb,e)/ti,ἔτι,adverb,tou=,ὁ,article,krota/fou,κρόταφος,noun,kata\,κατά,preposition,th\n,ὁ,article,fle/ba,th\n,ὁ,article,dia\,διά,preposition,tou=,ὁ,article,krota/fou,κρόταφος,noun,ferome/nhn,φέρω,verb,tou=to,οὗτος,pronoun,φλέψ,noun,de\,δέ,particle,to\,ὁ,article,xwri/on,χωρίον,noun,mh\,μή,conjunction,ta/mnein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spasmo\s,σπασμός,noun,ga\r,γάρ,particle,e)pilamba/nei,ἐπιλαμβάνω,verb,to\n,ὁ,article,tmhqe/nta,τέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,me\n,μέν,particle,e)p',ἐπί,preposition,a)ristera\,ἀριστερός,adjective,tmhqh=|,τέμνω,verb,krota/fou,κρόταφος,noun,ta\,ὁ,article,e)pi\,ἐπί,preposition,decia\,δεξιός,adjective,o(,spasmo\s,σπασμός,noun,e)pilamba/nei,ἐπιλαμβάνω,verb,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,e)pi\,ἐπί,preposition,ta\,ὁ,article,decia\,δεξιός,adjective,tmhqh=|,τέμνω,verb,krota/fou,κρόταφος,noun,ta\,ὁ,article,e)p',ἐπί,preposition,a)ristera\,ἀριστερός,adjective,o(,spasmo\s,σπασμός,noun,e)pilamba/nei,ἐπιλαμβάνω,verb,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,ou)=n,οὖν,particle,ta/mnh|s,τέμνω,verb,e(/lkos,ἕλκος,noun,e)n,ἐν,preposition,kefalh=|,κεφαλή,noun,o)ste/wn,ὀστέον,noun,ei(/neka,ἕνεκα,preposition,th=s,ὁ,article,sarko\s,σάρξ,adjective,e)yilwme/nwn,qe/lwn,ἐθέλω,verb,ei)de/nai,οἶδα,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,e)/xei,ἔχω,verb,to\,ὁ,article,ψιλόω,verb,o)ste/on,ὀστέον,noun,kako\n,κακός,adjective,u(po\,ὑπό,preposition,tou=,ὁ,article,be/leos,h)\,ἠέ,conjunction,kai\,καί,conjunction,ou)k,e)/xei,ἔχω,verb,ta/mnein,τέμνω,verb,xrh\,χρή,verb,to\,ὁ,article,me/geqos,μέγεθος,adjective,th\n,ὁ,article,w)teilh\n,ὠτειλή,noun,o(/sh,ὅσος,adjective,a)\n,doke/h|,δοκέω,verb,βέλος,noun,οὐ,adverb,ἄν,particle,a)poxrh=nai,ἀποχράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/mnonta,τέμνω,verb,de\,δέ,particle,xrh\,χρή,verb,a)nastei=lai,ἀναστέλλω,verb,th\n,ὁ,article,sa/rka,σάρξ,adjective,a)po\,ἀπό,preposition,tou=,ὁ,article,o)ste/ou,ὀστέον,noun,h(=|,ὅς,pronoun,pro\s,th=|,ὁ,article,mh/niggi,,,kai\,καί,conjunction,pro\s,πρός,preposition,tw=|,ὁ,article,o)ste/w|,ὀστέον,noun,πρός,preposition,pe/fuken,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,diamotw=sai,διαμοτόω,verb,to\,ὁ,article,e(/lkos,ἕλκος,noun,pa=n,πᾶς,adjective,motw=|,μοτός,noun,o(/stis,ὅστις,pronoun,eu)ru/taton,εὐρύς,adjective,to\,ὁ,article,e(/lkos,ἕλκος,noun,pare/cei,e)s,εἰς,preposition,th\n,ὁ,article,u(sterai/hn,ὑστεραῖος,adjective,cu\n,σύν,preposition,e)laxi/stw|,ἐλάχιστος,adjective,po/nw|,πόνος,noun,παραξέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motw/santa,μοτόω,verb,de\,δέ,particle,katapla/smati,κατάπλασμα,noun,xrh=sqai,χράομαι,verb,o(/son,ὅσος,adjective,a)\n,ἄν,particle,xro/non,χρόνος,noun,kai\,καί,conjunction,tw=|,ὁ,article,motw=|,μοτός,noun,ma/zhn,e)k,ἐκ,preposition,leptw=n,λεπτός,adjective,a)lfi/twn,ἄλφιτον,noun,e)n,ἐν,preposition,o)/cei,ὄξος,noun,diama/ssein,διαμάσσω,verb,,,h)\,ἠέ,conjunction,e(/yein,ἕψω,verb,kai\,καί,conjunction,gli/sxrhn,γλίσχρος,adjective,poie/ein,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,d',δέ,particle,u(sterai/h|,ὑστεραῖος,adjective,h(me/rh|,ἡμέρα,noun,e)peida\n,ἐπειδάν,conjunction,e)ce/lh|s,ἐξαιρέω,verb,to\n,ὁ,article,moto\n,μοτός,noun,katidw\n,κατεῖδον,verb,to\,ὁ,article,o)ste/on,o(/,ὅς,pronoun,ti,τις,pronoun,pe/ponqen,πάσχω,verb,e)a\n,ἐάν,conjunction,mh/,μή,conjunction,soi,σύ,pronoun,ὀστέον,noun,katafanh\s,καταφανής,adverb,h)=|,εἰμί,verb,h(,ὁ,article,trw=sis,τρῶσις,noun,o(koi/h,ti/s,τίς,pronoun,e)stin,εἰμί,verb,e)n,tw=|,ὁ,article,o)ste/w|,ὀστέον,noun,mhde\,μηδέ,particle,diaginw/skh|s,διαγιγνώσκω,verb,ei)/,εἰ,conjunction,te/,τε,particle,ti,τις,pronoun,e)/xei,ἔχω,verb,to\,o)ste/on,ὀστέον,noun,ὁποῖος,adjective,ἐν,preposition,ὁ,article,kako\n,κακός,adjective,e)n,ἐν,preposition,e(wute/w|,,,h)\,ἠέ,conjunction,kai\,καί,conjunction,ou)k,οὐ,adverb,e)/xei,ἔχω,verb,to\,ὁ,article,de\,be/los,βέλος,noun,doke/h|,δοκέω,verb,a)fike/sqai,ἀφικνέομαι,verb,e)s,εἰς,preposition,to\,ὁ,article,o)ste/on,ὀστέον,noun,kai\,καί,conjunction,si/nasqai,σίνομαι,verb,e)picu/ein,ἐπιξύω,verb,xrh\,χρή,verb,δέ,particle,tw=|,ὁ,article,custh=ri,ξυστήρ,noun,kata\,κατά,preposition,ba/qos,βάθος,adjective,kai\,καί,conjunction,kata\,κατά,preposition,mh=kos,μῆκος,adjective,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,w(s,ὡς,conjunction,pe/fuke,φύω,verb,kai\,καί,conjunction,au)=qis,αὖθις,adverb,e)pika/rsion,ἐπικάρσιος,adjective,to\,ὁ,article,o)ste/on,ὀστέον,noun,tw=n,ὁ,article,*rhci/wn,,,ei(/neka,ἕνεκα,preposition,tw=n,ὁ,article,a)fane/wn,ἀφανής,adjective,i)dei=n,εἶδον,verb,kai\,καί,conjunction,th=s,ὁ,article,fla/sios,φλάσις,noun,ei(/neka,ἕνεκα,preposition,th=s,ὁ,article,a)fane/os,ἀφανής,adjective,th=s,ὁ,article,ou)k,οὐ,adverb,e)sflwme/nhs,ἐσφλάω,verb,e)/sw,ἔσω,adjective,e)k,ἐκ,preposition,th=s,ὁ,article,fu/sios,φύσις,noun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,tou=,ὁ,article,a)/llou,ἄλλος,adjective,o)ste/ou,ὀστέον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
