word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
kai\,καί,conjunction,tou/tw|,οὗτος,pronoun,sumfwnou=sin,συμφωνέω,verb,oi(,ὁ,article,lo/goi,λόγος,noun,tw=n,ὁ,article,profhtw=n,προφήτης,adjective,kaqw\s,καθώς,adverb,ge/graptai,γράφω,verb,*meta\,μετά,preposition,tau=ta,οὗτος,pronoun,a)nastre/yw,ἀναστρέφω,verb,kai\,καί,conjunction,a)noikodomh/sw,ἀνοικοδομέω,verb,th\n,ὁ,article,skhnh\n,σκηνή,noun,*dauei\d,,,th\n,ὁ,article,peptw,,,kui=an,,,kai\,καί,conjunction,ta\,ὁ,article,katestramme/na,καταστρέφω,verb,au)th=s,αὐτός,pronoun,a)noikodomh/sw,ἀνοικοδομέω,verb,kai\,καί,conjunction,a)norqw/sw,ἀνορθόω,verb,au)th/n,αὐτός,pronoun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,e)kzhth/swsin,ἐκζητέω,verb,oi(,ὁ,article,kata/loipoi,κατάλοιπος,adjective,tw=n,a)nqrw/,,,pwn,,,to\n,ὁ,article,ku/rion,κύριος,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ta\,e)/qnh,ἔθνος,adjective,e)f',ἐπί,preposition,ou(\s,ὅς,pronoun,e)pike/klhtai,ἐπικαλέω,verb,to\,ὁ,article,ὁ,article,ὁ,article,o)/noma/,ὄνομα,adjective,mou,ἐγώ,pronoun,e)p',ἐπί,preposition,au)tou/s,αὐτός,pronoun,le/gei,λέγω,verb,*ku/rios,κῦρος,noun,poiw=n,ποιέω,verb,tau=ta,οὗτος,pronoun,gnwsta\,γνωστός,adjective,a)p',ἀπό,preposition,ai)w=nos,αἰών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,e)gw\,ἐγώ,pronoun,kri/nw,κρίνω,verb,mh\,μή,conjunction,parenoxlei=n,παρενοχλέω,verb,toi=s,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,e)qnw=n,ἔθνος,adjective,e)pistre/fousin,ἐπιστρέφω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,qeo/n,θεός,noun,a)lla\,ἀλλά,adverb,e)pistei=lai,ἐπιστέλλω,verb,au)toi=s,αὐτός,pronoun,tou=,ὁ,article,a)pe/xesqai,ἀπέχω,verb,tw=n,ὁ,article,a)lisghma/twn,ἀλίσγημα,noun,tw=n,ὁ,article,ei)dw/lwn,εἴδωλον,noun,kai\,καί,conjunction,th=s,ὁ,article,pornei/as,πορνεία,noun,kai\,καί,conjunction,pniktou=,πνικτός,adjective,kai\,καί,conjunction,tou=,ὁ,article,ai(/matos,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mwush=s,,,ga\r,γάρ,particle,e)k,ἐκ,preposition,genew=n,γενεά,noun,a)rxai/wn,ἀρχαῖος,adjective,kata\,κατά,preposition,po/lin,πόλις,adjective,tou\s,ὁ,article,khru/ssontas,κηρύσσω,verb,au)to\n,αὐτός,pronoun,e)/xei,ἔχω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,sunagwgai=s,συναγωγή,noun,kata\,κατά,preposition,pa=n,πᾶς,adjective,sa/bbaton,σάββατον,noun,a)naginwsko/menos,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to/te,τότε,adverb,e)/doce,δοκέω,verb,toi=s,ὁ,article,a)posto/lois,ἀπόστολος,noun,kai\,καί,conjunction,toi=s,ὁ,article,presbute/rois,πρέσβυς,noun,su\n,σύν,preposition,o(/lh|,ὅλος,adjective,th=|,ὁ,article,e)kklhsi/a|,ἐκκλησία,noun,e)klezame/nous,,,a)/ndras,ἀνήρ,noun,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,pe/myai,πέμπω,verb,ei)s,εἰς,preposition,*)antio/xeian,,,su\n,σύν,preposition,tw=|,ὁ,article,*pau/lw|,Παῦλος,proper,kai\,καί,conjunction,*barna/ba|,Βαρνάβας,proper,*)iou/dan,Ἰούδας,proper,to\n,ὁ,article,kalou/menon,καλέω,verb,*barsabba=n,,,kai\,καί,conjunction,*si/lan,,,a)/ndras,ἀνήρ,noun,h(goume/nous,ἡγέομαι,verb,e)n,ἐν,preposition,toi=s,ὁ,article,a)delfoi=s,gra/yantes,γράφω,verb,dia\,διά,preposition,xeiro\s,χείρ,noun,au)tw=n,αὐτός,pronoun,*oi(,ὁ,article,a)po/stoloi,ἀπόστολος,noun,kai\,oi(,ὁ,article,presbu/teroi,πρέσβυς,noun,a)delfoi\,ἀδελφός,adjective,toi=s,ὁ,article,kata\,κατά,preposition,ἀδελφός,adjective,καί,conjunction,th\n,ὁ,article,*)antio/xeian,,,kai\,καί,conjunction,*suri/an,Σύριος,proper,kai\,καί,conjunction,*kiliki/an,Κίλιξ,proper,a)delfoi=s,ἀδελφός,adjective,toi=s,ὁ,article,e)c,ἐκ,preposition,e)qnw=n,ἔθνος,adjective,xai/rein,χαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epeidh\,ἐπεί,conjunction,h)kou/samen,ἀκούω,verb,o(/ti,ὅστις,pronoun,tine\s,τις,pronoun,e)c,ἐκ,preposition,h(mw=n,ἐγώ,pronoun,e)ta/racan,ταράσσω,verb,u(ma=s,σύ,pronoun,lo/gois,λόγος,noun,a)naskeua/zontes,ἀνασκευάζω,verb,ta\s,ὁ,article,yuxa\s,ψυχή,noun,u(mw=n,σύ,pronoun,oi(=s,ὅς,pronoun,ou),οὐ,adverb,diesteila/meqa,διαστέλλω,verb,e)/docen,δοκέω,verb,h(mi=n,ἐγώ,pronoun,genome/nois,γίγνομαι,verb,o(moqumado\n,ὁμοθυμαδόν,adverb,e)klecame/nois,ἐκλέγω,verb,a)/ndras,ἀνήρ,noun,pe/myai,πέμπω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,su\n,σύν,preposition,toi=s,ὁ,article,a)gaphtoi=s,ἀγαπητός,adjective,h(mw=n,ἐγώ,pronoun,*barna/ba|,Βαρνάβας,proper,kai\,καί,conjunction,*pau/lw|,Παῦλος,proper,a)nqrw/pois,ἄνθρωπος,noun,paradedwko/si,ta\s,ὁ,article,yuxa\s,ψυχή,noun,au)tw=n,αὐτός,pronoun,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,o)no/matos,ὄνομα,adjective,tou=,kuri/ou,κύριος,adjective,h(mw=n,ἐγώ,pronoun,*)ihsou=,Ἰησοῦς,proper,*xristou=,χριστός,adjective,,,,παραδίδωμι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pesta/lkamen,ἀποστέλλω,verb,ou)=n,οὖν,particle,*)iou/dan,Ἰούδας,proper,kai\,καί,conjunction,*si/lan,,,kai\,καί,conjunction,au)tou\s,αὐτός,pronoun,dia\,διά,preposition,lo/gou,λόγος,noun,a)pagge/llontas,ἀπαγγέλλω,verb,ta\,ὁ,article,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/docen,δοκέω,verb,ga\r,γάρ,particle,tw=|,ὁ,article,pneu/mati,πνεῦμα,noun,tw=|,ὁ,article,a(gi/w|,ἅγιος,adjective,kai\,καί,conjunction,h(mi=n,ἐγώ,pronoun,mhde\n,μηδείς,pronoun,ple/on,πλέος,adjective,e)piti/qesqai,ἐπιτίθημι,verb,u(mi=n,σύ,pronoun,ba/ros,βάρος,noun,plh\n,πλήν,preposition,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,e)pa/nagkes,ἐπανάγκης,adjective,a)pe/xesqai,ἀπέχω,verb,ei)dwloqu/twn,εἰδωλόθυτος,adjective,kai\,καί,conjunction,ai(/matos,αἷμα,noun,kai\,καί,conjunction,pniktw=n,πνικτός,adjective,kai\,καί,conjunction,pornei/as,πορνεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,w(=n,ὅς,pronoun,diathrou=ntes,διατηρέω,verb,e(autou\s,ἑαυτοῦ,pronoun,eu)=,εὖ,adverb,pra/cete,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,a)poluqe/ntes,ἀπολύω,verb,kath=lqon,κατέρχομαι,verb,ei)s,εἰς,preposition,*)antio/xeian,,,kai\,καί,conjunction,sunagago/ntes,συνάγω,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,e)pe/dwkan,ἐπιδίδωμι,verb,th\n,ὁ,article,e)pistolh/n,ἐπιστολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagno/ntes,ἀναγιγνώσκω,verb,de\,δέ,particle,e)xa/rhsan,χαίρω,verb,e)pi\,ἐπί,preposition,th=|,ὁ,article,paraklh/sei,παράκλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)iou/das,Ἰούδας,proper,te,τε,particle,kai\,καί,conjunction,*si/las,,,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,profh=tai,προφήτης,adjective,o)/ntes,εἰμί,verb,dia\,διά,preposition,lo/gou,λόγος,noun,pollou=,πολύς,adjective,pareka/lesan,παρακαλέω,verb,tou\s,ὁ,article,a)delfou\s,ἀδελφός,adjective,kai\,καί,conjunction,e)pesth/rican,ἐπιστηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih/santes,ποιέω,verb,de\,δέ,particle,xro/non,χρόνος,noun,a)pelu/qhsan,ἀπολύω,verb,met',μετά,preposition,ei)rh/nhs,εἰρήνη,noun,a)po\,ἀπό,preposition,tw=n,ὁ,article,a)delfw=n,ἀδελφή,noun,pro\s,πρός,preposition,tou\s,ὁ,article,a)postei/lantas,ἀποστέλλω,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pau=los,Παῦλος,proper,de\,δέ,particle,kai\,καί,conjunction,*barna/bas,Βαρνάβας,proper,die/tribon,διατρίβω,verb,e)n,ἐν,preposition,*)antioxei/a|,Ἀντιόχειος,proper,dida/skontes,διδάσκω,verb,kai\,καί,conjunction,eu)aggelizo/menoi,εὐαγγελίζομαι,verb,meta\,μετά,preposition,kai\,καί,conjunction,e(te/rwn,ἕτερος,adjective,pollw=n,πολύς,adjective,to\n,ὁ,article,lo/gon,λόγος,noun,tou=,ὁ,article,kuri/ou,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*meta\,μετά,preposition,de/,δέ,particle,tinas,τις,pronoun,h(me/ras,ἡμέρα,noun,ei)=pen,εἶπον,verb,pro\s,πρός,preposition,*barna/ban,Βαρνάβας,proper,*pau=los,Παῦλος,proper,*)epistre/yantes,ἐπιστρέφω,verb,dh\,δή,particle,e)piskeyw/meqa,ἐπισκέπτομαι,verb,tou\s,ὁ,article,a)delfou\s,ἀδελφός,adjective,kata\,κατά,preposition,po/lin,πόλις,adjective,pa=san,πᾶς,adjective,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,kathggei/lamen,καταγγέλλω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,tou=,ὁ,article,kuri/ou,κύριος,adjective,pw=s,πῶς,adverb,e)/xousin,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*barna/bas,Βαρνάβας,proper,de\,δέ,particle,e)bou/leto,βούλομαι,verb,sunparalabei=n,,,kai\,καί,conjunction,to\n,ὁ,article,*)iwa/nhn,,,to\n,ὁ,article,kalou/menon,καλέω,verb,*ma/rkon,Μάρκος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pau=los,Παῦλος,proper,de\,δέ,particle,h)ci/ou,ἀξιόω,verb,to\n,ὁ,article,a)posta/nta,ἀφίστημι,verb,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,a)po\,ἀπό,preposition,*pamfuli/as,Παμφυλία,proper,kai\,καί,conjunction,mh\,μή,conjunction,sunelqo/nta,συνέρχομαι,verb,au)toi=s,αὐτός,pronoun,ei)s,εἰς,preposition,to\,ὁ,article,e)/rgon,ἔργον,noun,mh\,μή,conjunction,sunparalamba/nein,,,tou=ton,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/neto,γίγνομαι,verb,de\,δέ,particle,parocusmo\s,παροξυσμός,noun,w(/ste,ὥστε,conjunction,a)poxwrisqh=nai,ἀποχωρίζω,verb,au)tou\s,αὐτός,pronoun,a)p',ἀπό,preposition,a)llh/lwn,ἀλλήλων,pronoun,to/n,ὁ,article,te,τε,particle,*barna/ban,Βαρνάβας,proper,paralabo/nta,παραλαμβάνω,verb,to\n,ὁ,article,*ma/rkon,Μάρκος,proper,e)kpleu=sai,ἐκπλέω,verb,ei)s,εἰς,preposition,*ku/pron,Κύπρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pau=los,Παῦλος,proper,de\,δέ,particle,e)pileca/menos,ἐπιλέγω,verb,*si/lan,,,e)ch=lqen,ἐξέρχομαι,verb,paradoqei\s,παραδίδωμι,verb,th=|,ὁ,article,xa/riti,χάρις,noun,tou=,ὁ,article,kuri/ou,κύριος,adjective,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)delfw=n,ἀδελφή,noun,dih/rxeto,διέρχομαι,verb,de\,δέ,particle,th\n,ὁ,article,*suri/an,Σύριος,proper,kai\,καί,conjunction,th\n,ὁ,article,*kiliki/an,Κίλιξ,proper,e)pisthri/zwn,ἐπιστηρίζω,verb,ta\s,ὁ,article,e)kklhsi/as,ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kath/nthsen,καταντάω,verb,de\,δέ,particle,kai\,καί,conjunction,ei)s,εἰς,preposition,*de/rbhn,,,kai\,καί,conjunction,ei)s,εἰς,preposition,*lu/stran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,i)dou\,ἰδού,adverb,maqhth/s,μαθητής,noun,tis,τις,pronoun,h)=n,εἰμί,verb,e)kei=,ἐκεῖ,adverb,o)no/mati,ὄνομα,adjective,*timo/qeos,Τιμόθεος,proper,ui(o\s,υἱός,noun,gunaiko\s,γυνή,noun,*)ioudai/as,Ἰουδαῖος,proper,pisth=s,πιστός,adjective,patro\s,πατήρ,noun,de\,δέ,particle,*(/ellhnos,Ἕλλην,proper,o(\s,ὅς,pronoun,e)marturei=to,μαρτυρέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,e)n,ἐν,preposition,*lu/strois,,,kai\,καί,conjunction,*)ikoni/w|,,,a)delfw=n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,h)qe/lhsen,ἐθέλω,verb,o(,ὁ,article,*pau=los,Παῦλος,proper,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,e)celqei=n,ἐξέρχομαι,verb,kai\,καί,conjunction,labw\n,λαμβάνω,verb,perie/temen,περιτέμνω,verb,au)to\n,αὐτός,pronoun,dia\,διά,preposition,tou\s,ὁ,article,*)ioudai/ous,Ἰουδαῖος,proper,tou\s,ὁ,article,o)/ntas,εἰμί,verb,e)n,ἐν,preposition,toi=s,ὁ,article,to/pois,τόπος,noun,e)kei/nois,ἐκεῖνος,pronoun,h)/|deisan,οἶδα,verb,ga\r,γάρ,particle,a(/pantes,ἅπας,adjective,o(/ti,ὅστις,pronoun,*(/ellhn,Ἕλλη,proper,o(,ὁ,article,path\r,πατήρ,noun,au)tou=,αὐτός,pronoun,u(ph=rxen,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ws,ὡς,conjunction,de\,δέ,particle,dieporeu/onto,διαπορεύω,verb,ta\s,ὁ,article,po/leis,πόλις,adjective,paredi/dosan,παραδίδωμι,verb,au)toi=s,αὐτός,pronoun,fula/ssein,φυλάσσω,verb,ta\,ὁ,article,do/gmata,δόγμα,noun,ta\,ὁ,article,kekrime/na,κρίνω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)posto/lwn,ἀπόστολος,noun,kai\,καί,conjunction,presbute/rwn,πρέσβυς,noun,tw=n,ὁ,article,e)n,ἐν,preposition,*)ierosolu/mois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
