word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
ei),εἰ,conjunction,ga\r,γάρ,particle,ei)/h,ἀίω,verb,tou=to,οὗτος,pronoun,e)pi\,ἐπί,preposition,qa/tero/n,ἕτερος,adjective,e)sti,εἰμί,verb,to\,ὁ,article,e)mpu/hma,ἐμπύημα,noun,e)pi\,ἐπί,preposition,o(koi=on,ὁποῖος,adjective,a)\n,ἄν,particle,pleuro\n,πλευρόν,noun,to\,ὁ,article,ba/ros,βάρος,noun,gi/gnhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,cu/mpantas,σύμπας,adjective,e)mpu/ous,ἔμπυος,adjective,gignw/skein,γιγνώσκω,verb,xrh\,χρή,verb,toisi/de,ὅδε,pronoun,toi=si,ὁ,article,shmei/oisi,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,o(,ὁ,article,pureto\s,πυρετός,noun,ou)k,οὐ,adverb,a)fi/hsin,ἀφίημι,verb,a)lla\,ἀλλά,adverb,th\n,ὁ,article,me\n,μέν,particle,h(me/rhn,ἡμέρα,noun,lepto\s,λεπτός,adjective,i)/sxei,ἴσχω,verb,th\n,ὁ,article,de\,δέ,particle,nu/kta,νύξ,adjective,plei/wn,πλέως,adjective,kai\,καί,conjunction,i(drw=tes,ἱδρώς,noun,polloi\,πολύς,adjective,e)pigi/gnontai,ἐπιγίγνομαι,verb,bh=cai/,βήσσω,verb,te,τε,particle,qumo\s,θυμός,noun,e)ggi/gnetai,ἐγγίγνομαι,verb,au),,,isin,,,kai\,καί,conjunction,a)poptu/ousin,ἀποπτύω,verb,ou)de\n,οὐδείς,pronoun,a)/cion,ἄξιος,adjective,lo/gou,λόγος,noun,kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,o)fqalmoi\,ὀφθαλμός,noun,e)/,ἒ,interjection,koiloi,,,gi/gnontai,γίγνομαι,verb,ai(,ὁ,article,de\,δέ,particle,gna/qoi,γνάθος,adjective,e)ruqh/mata,i)/sxousi,ἴσχω,verb,ἐρύθημα,noun,kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,o)/nuxes,ὄνυξ,noun,tw=n,ὁ,article,xeirw=n,χείρ,noun,grupou=ntai,γρυπόομαι,verb,oi(,ὁ,article,de\,δέ,particle,da/ktuloi,δάκτυλος,noun,qermai/nontai,θερμαίνω,verb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,oi(,ὁ,article,a)/kroi,ἄκρος,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,toi=si,ὁ,article,posi\n,πούς,noun,oi)dh/mata,οἴδημα,noun,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,siti/wn,σιτίον,noun,ou)k,οὐ,adverb,e)piqume/ousi,ἐπιθυμέω,verb,kai\,καί,conjunction,flu/ktainai,φλύκταινα,noun,gi/gnontai,γίγνομαι,verb,a)na\,ἀνά,preposition,to\,ὁ,article,sw=ma,σῶμα,adjective
o(ko/sa,ὁπόσος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,e)gxroni/zei,ἐγχρονίζω,verb,tw=n,ὁ,article,e)mpuhma/twn,ἐμπύημα,noun,e)/xei,ἔχω,verb,ta\,ὁ,article,shmei=a,σημεῖον,noun,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,pisteu/ein,πιστεύω,verb,au)te/oisi,,,xrh\,χρή,verb,ka/rta,κάρτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/sa,ὁπόσος,adjective,de\,δέ,particle,o)ligoxro/nia/,ὀλιγοχρόνιος,adjective,e)sti,εἰμί,verb,toute/oisin,,,e)pishmai/netai,ἐπισημαίνω,verb,h)/n,ἐάν,conjunction,ti,τις,pronoun,e)pifai/nhtai,ἐπιφαίνω,verb,oi(=a,οἷος,adjective,kai\,καί,conjunction,toi=sin,τίς,pronoun,e)n,ἐν,preposition,a)rxh=|si,ἀρχή,noun,gignome/noisin,γίγνομαι,verb,a(/ma,ἅμα,adverb,de\,δέ,particle,kai\,καί,conjunction,h)/n,ἐάν,conjunction,ti,τις,pronoun,duspnou/steros,,,h)=|,εἰμί,verb,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,taxu/teron,ταχύς,adjective,au)te/wn,αὐτός,pronoun,kai\,καί,conjunction,bradu/teron,βραδύς,adjective,*rhgnu/mena,,,toisi/de,ὅδε,pronoun,gignw/skein,γιγνώσκω,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,o(,ὁ,article,po/nos,πόνος,noun,e)n,ἐν,preposition,a)rxh=|si,ἀρχή,noun,gi/gnhtai,γίγνομαι,verb,kai\,καί,conjunction,h(,ὁ,article,du/spnoia,δύσπνοια,noun,kai\,καί,conjunction,h(,ὁ,article,bh\c,βήξ,adjective,kai\,καί,conjunction,o(,ὁ,article,ptualismo\s,,,diatei/nh|,διατείνω,verb,e)s,εἰς,preposition,ta\s,ὁ,article,ei)/kosin,εἴκοσι,verb,h(me/ras,ἡμέρα,noun,prosde/xesqai,προσδέχομαι,verb,th\n,ὁ,article,*rh=cin,,,h)\,ἠέ,conjunction,kai\,καί,conjunction,e)/ti,ἔτι,adverb,pro/sqen,πρόσθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,h(suxai/teros,ἥσυχος,adjective,o(,ὁ,article,po/nos,πόνος,noun,h)=|,εἰμί,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,kata\,κατά,preposition,lo/gon,λόγος,noun,toute/oisi,,,prosde/xesqai,προσδέχομαι,verb,th\n,ὁ,article,*rh=cin,,,e)s,εἰς,preposition,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnesqai,γίγνομαι,verb,de\,δέ,particle,a)na/gkh,ἀνάγκη,noun,kai\,καί,conjunction,po/non,πόνος,noun,kai\,καί,conjunction,du/spnoian,δύσπνοια,noun,kai\,καί,conjunction,ptualismo\n,,,pro\,πρό,preposition,th=s,ὁ,article,tou=,ὁ,article,pu/ou,πύον,adjective,*rh/cios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perigi/gnontai,περιγίγνομαι,verb,de\,δέ,particle,toute/wn,οὗτος,pronoun,ma/lista,μάλιστα,adverb,me\n,μέν,particle,ou(/s,ὅς,pronoun,a)\n,ἄν,particle,a)fh=|,ἀφίημι,verb,o(,ὁ,article,pureto\s,πυρετός,noun,au)qhmero\n,αὐθήμερος,adjective,meta\,μετά,preposition,th\n,ὁ,article,*rh=cin,,,kai\,καί,conjunction,siti/wn,σιτίον,noun,taxe/ws,ταχέως,adverb,e)piqume/wsi,ἐπιθυμέω,verb,kai\,καί,conjunction,di/yhs,δίψα,noun,a)phllagme/noi,ἀπαλλάσσω,verb,e)/wsi,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,gasth\r,γαστήρ,noun,smikra/,μικρός,adjective,te,τε,particle,kai\,καί,conjunction,cunesthko/ta,συνίστημι,verb,u(poxwre/h|,ὑποχωρέω,verb,kai\,καί,conjunction,to\,ὁ,article,pu=on,,,leuko/n,λευκός,adjective,te,τε,particle,kai\,καί,conjunction,lei=on,λείων,adjective,kai\,καί,conjunction,o(mo/xroon,ὁμόχροος,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,fle/gmatos,a)phllagme/non,ἀπαλλάσσω,verb,φλέγμα,noun,kai\,καί,conjunction,a)/ter,ἄτερ,preposition,po/nou,πόνος,noun,te,τε,particle,kai\,καί,conjunction,bhxo\s,βήξ,adjective,i)sxurh=s,ἰσχυρός,adjective,a)nakaqai/rhtai,ἀνακαθαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rista,ἄριστος,adjective,me\n,μέν,particle,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,ta/xista,τάχιστος,adjective,a)palla/ssousin,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,oi(=sin,ὅς,pronoun,a)\n,ἄν,particle,e)gguta/tw,ἐγγύς,adverb,toute/wn,οὗτος,pronoun,gi/gnhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/lluntai,ἀπόλλυμι,verb,de\,δέ,particle,ou(\s,ὅς,pronoun,a)\n,ἄν,particle,o(/,ὅς,pronoun,te,τε,particle,pureto\s,πυρετός,noun,mh\,μή,conjunction,a)fh=|,ἀφίημι,verb,h)\,ἠέ,conjunction,doke/wn,δοκέω,verb,au)te/ous,,,a)fie/nai,ἀφίημι,verb,au)=qis,αὖθις,adverb,fai/nhtai,φαίνω,verb,a)naqermaino/menos,ἀναθερμαίνω,verb,kai\,καί,conjunction,di/yan,δίψα,noun,me\n,μέν,particle,e)/xwsi,ἔχω,verb,siti/wn,σιτίον,noun,de\,δέ,particle,mh\,μή,conjunction,e)piqume/wsi,ἐπιθυμέω,verb,kai\,καί,conjunction,h(,ὁ,article,koili/h,κοιλία,noun,u(grh\,ὑγρός,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,pu=on,,,xlwro\n,χλωρός,adjective,h)\,ἠέ,conjunction,pelio\n,πελιός,adjective,ptu/h|,πτύω,verb,h)\,ἠέ,conjunction,flegmatw=des,φλεγματώδης,adjective,kai\,καί,conjunction,a)frw=des,ἀφρώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,gi/gnhtai,γίγνομαι,verb,a)po/lluntai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soisi,ὁπόσος,adjective,d',δέ,particle,a)\n,ἄν,particle,toute/wn,οὗτος,pronoun,ta\,ὁ,article,me\n,μέν,particle,e)pige/nhtai,ἐπιγίγνομαι,verb,ta\,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,oi(,ὁ,article,me\n,μέν,particle,au)te/wn,αὐτός,pronoun,a)po/lluntai,ἀπόλλυμι,verb,oi(,ἕ,pronoun,de\,δέ,particle,e)n,ἐν,preposition,pollw=|,πολύς,adjective,xro/nw|,χρόνος,noun,perigi/gnontai,περιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)k,ἐκ,preposition,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,tekmhri/wn,τεκμήριον,noun,tw=n,ὁ,article,e)o/ntwn,εἰμί,verb,e)n,ἐν,preposition,toute/oisi,,,shmai/nesqai,σημαίνω,verb,kai\,καί,conjunction,toi=sin,τίς,pronoun,a)/lloisi,ἄλλος,adjective,pa=sin,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(oko/soisi,ὁπόσος,adjective,de\,δέ,particle,a)posta/sies,ἀπόστασις,noun,gi/gnontai,γίγνομαι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,peripleumonikw=n,περιπλευμονικός,adjective,noushma/twn,,,para\,παρά,preposition,ta\,ὁ,article,w)=ta,οὖς,noun,kai\,καί,conjunction,e)kpue/ousin,ἐκπυέω,verb,h)\,ἠέ,conjunction,e)s,εἰς,preposition,ta\,ὁ,article,ka/tw,κάτος,adjective,xwri/a,χωρίον,noun,kai\,καί,conjunction,suriggou=ntai,συριγγόω,verb,ou(=toi,οὗτος,pronoun,perigi/gnontai,περιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piske/ptesqai,ἐπισκέπτομαι,verb,de\,δέ,particle,xrh\,χρή,verb,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,o(/,ὅς,pronoun,te,τε,particle,pureto\s,πυρετός,noun,e)/xh|,ἔχω,verb,kai\,καί,conjunction,h(,ὁ,article,o)du/nh,ὀδύνη,noun,mh\,μή,conjunction,pau/htai,παύω,verb,kai\,καί,conjunction,to\,ὁ,article,ptu/elon,πτύελον,noun,mh\,μή,conjunction,e)kxwre/h|,ἐκχωρέω,verb,kata\,κατά,preposition,lo/gon,λόγος,noun,mhde\,μηδέ,particle,xolw/dees,χολώδης,adjective,ai(,ὁ,article,th=s,ὁ,article,koili/hs,κοιλία,noun,diaxwrh/sies,διαχώρησις,noun,mhde\,μηδέ,particle,eu)/lutoi/,εὔλυτος,adjective,te,τε,particle,kai\,καί,conjunction,a)/krhtoi,ἄκρατος,adjective,gi/gnointo,γίγνομαι,verb,kai\,καί,conjunction,mhde\,μηδέ,particle,to\,ὁ,article,ou)=ron,οὖρον,noun,poulu/,πολύς,adjective,te,τε,particle,ka/rta,κάρτα,adverb,kai\,καί,conjunction,pollh\n,πολύς,adjective,u(po/stasin,ὑπόστασις,noun,e)/xon,ἔχω,verb,u(phrete/htai,ὑπηρετέω,verb,de\,peoiestikw=s,,,δέ,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,loipw=n,λοιπός,adjective,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,periestikw=n,περιεστικός,adjective,shmei/wn,σημεῖον,noun,toute/oisi,,,xrh\,χρή,verb,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,a)posta/sias,ἀπόστασις,noun,e)lpi/zein,ἐλπίζω,verb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnontai,γίγνομαι,verb,de\,δέ,particle,ai(,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,ta\,ὁ,article,ka/tw,κάτος,adjective,xwri/a,χωρίον,noun,oi(=sin,ὅς,pronoun,a)\n,ἄν,particle,peri\,περί,preposition,ta\,ὁ,article,u(poxo/ndria,ὑποχόνδριος,adjective,tou=,ὁ,article,fle/gmato/s,φλέγμα,noun,ti,τις,pronoun,e)gge/nhtai,ἐγγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,a)/nw,ἄνω,adverb,oi(=si,ὅς,pronoun,to\,ὁ,article,u(poxo/ndrion,ὑποχόνδριος,adjective,laparo/n,λαπαρός,adjective,te,τε,particle,kai\,καί,conjunction,a)nw/dunon,ἀνώδυνος,adjective,diatele/h|,διατελέω,verb,du/spnoos,δύσπνοος,adjective,de/,δέ,particle,tina,τις,pronoun,xro/non,χρόνος,noun,geno/menos,γίγνομαι,verb,pau/shtai,παύω,verb,a)/ter,ἄτερ,preposition,fanerh=s,φανερός,adjective,profa/sios,πρόφασις,noun,a)/llhs,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,a)posta/sies,ἀπόστασις,noun,ai(,ὁ,article,e)s,εἰς,preposition,ta\,ὁ,article,ske/lea,σκέλος,noun,e)n,ἐν,preposition,th=|si,ὁ,article,peripleumoni/h|si,περιπλευμονία,noun,th=|sin,ὁ,article,i)sxurh=|si/,ἰσχυρός,adjective,te,τε,particle,kai\,καί,conjunction,e)pikindu/noisi,ἐπικίνδυνος,adjective,lusitele/es,λυσιτελής,adverb,me\n,μέν,particle,pa=sai,πᾶς,adjective,a)/ristai,ἄριστος,adjective,de\,δέ,particle,ai(,ὁ,article,tou=,ὁ,article,ptue/lou,πτύελον,noun,e)n,ἐν,preposition,metabolh=|,μεταβολεύς,noun,e)o/ntos,εἰμί,verb,gigno/menai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,to\,ὁ,article,oi)/dhma,οἴδημα,noun,kai\,καί,conjunction,h(,ὁ,article,o)du/nh,ὀδύνη,noun,gi/gnoito,γίγνομαι,verb,tou=,ὁ,article,ptue/lou,πτύελον,noun,a)nti\,ἀντί,preposition,canqou=,ξανθός,adjective,puw/deos,πυώδης,adjective,genome/nou,γίγνομαι,verb,kai\,καί,conjunction,e)kxwre/ontos,ἐκχωρέω,verb,e)/cw,ἔξω,adverb,ou(/tws,οὕτως,adverb,a)\n,ἄν,particle,a)sfale/stata,ἀσφαλής,adjective,o(/,ὅς,pronoun,te,τε,particle,a)/nqrwpos,ἄνθρωπος,noun,perigi/gnoito,περιγίγνομαι,verb,kai\,καί,conjunction,h(,ὁ,article,a)po/stasis,ἀπόστασις,noun,a)nw/dunos,ἀνώδυνος,adjective,ta/xista,τάχιστος,adjective,pau/saito,παύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
