word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
ei),εἰ,conjunction,nh\,νή,preposition,*di/',Δίη,proper,h)/dh,ἤδη,adverb,ta\s,ὁ,article,gna/qous,γνάθος,adjective,tou/twn,οὗτος,pronoun,tis,τις,pronoun,h)\,ἠέ,conjunction,di\s,δίς,adverb,h)\,ἠέ,conjunction,tri\s,τρίς,adverb,e)/koyen,κόπτω,verb,w(/sper,ὥσπερ,adverb,*boupa/lou,Βούπαλος,proper,fwnh\n,φωνή,noun,a)\n,ἄν,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)=xon,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,i)dou\,ἰδού,adverb,pataca/tw,πατάσσω,verb,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sta=s',ἵστημι,verb,e)gw\,ἐγώ,pronoun,pare/cw,παρέχω,verb,kou),οὐ,adverb,mh/,μή,conjunction,pot',ποτέ,particle,a)/llh,ἄλλος,adjective,sou,σύ,pronoun,ku/wn,κύων,noun,tw=n,ὁ,article,o)/rxewn,ὄρχις,noun,la/bhtai,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,mh\,μή,conjunction,siwph/sei,σιωπάω,verb,qenw/n,θείνω,verb,sou,σύ,pronoun,'kkokkiw=,ἐκκοκκίζω,verb,to\,ὁ,article,gh=ras,γῆρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/yai,ἅπτω,verb,mo/non,μόνος,adjective,*stratulli/dos,,,tw=|,ὁ,article,daktu/lw|,δάκτυλος,noun,proselqw/n,προσέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,h)\n,ἐάν,conjunction,spodw=,σποδέω,verb,toi=s,ὁ,article,kondu/lois,κόνδυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,m',ἐγώ,pronoun,e)rga/sei,ἐργάζομαι,verb,to\,ὁ,article,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bru/kousa/,βρύκω,verb,sou,σύ,pronoun,tou\s,ὁ,article,pleu/monas,πλεύμων,adjective,kai\,καί,conjunction,ta)/nter',ἔντερον,noun,e)camh/sw,ἐξαμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/st',εἰμί,verb,a)nh\r,ἀνήρ,noun,*eu)ripi/dou,Εὐριπίδης,proper,sofw/teros,σοφός,adjective,poihth/s,ποιητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,ou(/tw,οὕτως,adverb,qre/mm',θρέμμα,noun,a)naide/s,ἀναιδής,adjective,e)stin,εἰμί,verb,w(s,ὡς,conjunction,gunai=kes,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)rw/meq',αἴρω,verb,h(mei=s,ἐγώ,pronoun,qou)/datos,ὕδωρ,noun,th\n,ὁ,article,ka/lpin,κάλπις,noun,w)=,ὦ,interjection,*(rodi/pph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,w)=,ὦ,interjection,qeoi=s,θεός,noun,e)xqra\,ἐχθρός,adjective,su\,σύ,pronoun,deu=r',δεῦρο,adverb,u(/dwr,ὕδωρ,noun,e)/xous',ἔχω,verb,a)fi/kou,ἀφικνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dai\,δαί,particle,su\,σύ,pronoun,pu=r,πῦρ,noun,w)=,ὦ,interjection,tu/mb',τύμβος,noun,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,sauto\n,σαυτοῦ,pronoun,e)mpureu/swn,ἐμπυρεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,i(/na,ἵνα,conjunction,nh/sas,νέω,verb,pura\n,πυρή,noun,ta\s,ὁ,article,sa\s,σός,adjective,fi/las,φίλος,adjective,u(fa/yw,ὑφάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,g',γε,particle,i(/na,ἵνα,conjunction,th\n,ὁ,article,sh\n,σός,adjective,pura\n,πυρή,noun,tou/tw|,οὗτος,pronoun,katasbe/saimi,κατασβέννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)mo\n,ἐμός,adjective,su\,σύ,pronoun,pu=r,πῦρ,noun,katasbe/seis,κατασβέννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)/rgon,ἔργον,noun,ta/x',τάχα,adjective,au)to\,αὐτός,pronoun,dei/cei,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=da/,οἶδα,verb,s',σύ,pronoun,ei),εἰ,conjunction,th=|d',ὅδε,pronoun,w(s,ὡς,conjunction,e)/xw,ἔχω,verb,th=|,ὁ,article,lampa/di,λαμπάς,noun,staqeu/sw,σταθεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,r(u/mma,ῥύμμα,noun,tugxa/neis,τυγχάνω,verb,e)/xwn,ἔχω,verb,loutro/n,λουτρόν,noun,g',γε,particle,e)gw\,ἐγώ,pronoun,pare/cw,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,su\,σύ,pronoun,loutro\n,λουτρόν,noun,w)=,ὦ,interjection,sapra/,σαπρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,numfiko/n,νυμφίος,adjective,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/kousas,ἀκούω,verb,au)th=s,αὐτός,pronoun,tou=,ὁ,article,qra/sous,θράσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)leuqe/ra,ἐλεύθερος,adjective,ga/r,γάρ,particle,ei)mi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxh/sw,ἔχω,verb,s',σύ,pronoun,e)gw\,ἐγώ,pronoun,th=s,ὁ,article,nu=n,νῦν,adverb,boh=s,βοείη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)ke/q',οὐκέτι,adverb,h(lia/zei,ἡλιάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/mprhson,ἐμπίμπρημι,verb,au)th=s,αὐτός,pronoun,ta\s,ὁ,article,ko/mas,κόμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so\n,σός,adjective,e)/rgon,ἔργον,noun,w)=xelw=|e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,qermo\n,θερμός,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,qermo/n,θερμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,pau/sei,παύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dra=|s,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rdw,ἄρδω,verb,s',σύ,pronoun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,blasta/nh|s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,au)=o/s,αὖος,adjective,ei)m',εἰμί,verb,h)/dh,ἤδη,adverb,tre/mwn,τρέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,e)peidh\,ἐπεί,conjunction,pu=r,πῦρ,noun,e)/xeis,ἔχω,verb,su\,σύ,pronoun,xlianei=s,χλιαίνω,verb,seauto/n,σαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,e)ce/lamye,ἐκλάμπω,verb,tw=n,ὁ,article,gunaikw=n,γυνή,noun,h(,ὁ,article,trufh\,τρυφή,noun,xw),ὁ,article,tumpanismo\s,τυμπανισμός,noun,xoi),ὁ,article,puknoi\,πυκνός,adjective,*saba/zioi,Σαβάζιος,proper,o(/,ὅς,pronoun,t',τε,particle,*)adwniasmo\s,,,ou(=tos,οὗτος,pronoun,ou(pi\,ἐπί,preposition,tw=n,ὁ,article,tegw=n,τέγη,noun,ou(=,ἕ,pronoun,'gw/,ἐγώ,pronoun,pot',ποτέ,particle,w)\n,εἰμί,verb,h)/kouon,ἀκούω,verb,e)n,ἐν,preposition,th)kklhsi/a|,ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/lege,λέγω,verb,d',δέ,particle,o(,ὁ,article,mh\,μή,conjunction,w(/rasi,ὥρασι,adverb,me\n,μέν,particle,*dhmo/stratos,Δημόστρατος,proper,plei=n,πλέω,verb,e)s,εἰς,preposition,*sikeli/an,Σικελία,proper,h(,ὁ,article,gunh\,γυνή,noun,d',δέ,particle,o)rxoume/nh,ὀρχέομαι,verb,ai)ai=,αἰαῖ,interjection,*)/adwnin,Ἄδωνις,proper,fhsi/n,φημί,verb,o(,ὁ,article,de\,δέ,particle,*dhmo/stratos,Δημόστρατος,proper,e)/legen,λέγω,verb,o(pli/tas,ὁπλίτης,noun,katale/gein,καταλέγω,verb,*zakunqi/wn,Ζακύνθιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,u(popepwkui=',ὑποπίνω,verb,h(,ὁ,article,gunh\,γυνή,noun,'pi\,ἐπί,preposition,tou=,ὁ,article,te/gous,τέγος,noun,ko/ptesq',κόπτω,verb,*)/adwnin,Ἄδωνις,proper,fhsi/n,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)bia/zeto,βιάζω,verb,o(,ὁ,article,qeoi=sin,θεός,noun,e)xqro\s,ἐχθρός,adjective,kai\,καί,conjunction,miaro\s,μιαρός,adjective,*xolozu/ghs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=t',τοιοῦτος,adjective,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,e)stin,εἰμί,verb,a)ko/last',ἀκόλαστος,adjective,a)/|smata,ἄεισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=t',δῆτα,adverb,a)\n,ἄν,particle,ei),εἰ,conjunction,pu/qoio,πύθω,verb,kai\,καί,conjunction,th\n,ὁ,article,tw=nd',ὅδε,pronoun,u(/brin,ὕβρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,ta)/lla,ἄλλος,adjective,q',τε,particle,u(bri/kasi,ὑβρίζω,verb,ka)k,ἐκ,preposition,tw=n,ὁ,article,kalpi/dwn,κάλπις,noun,e)/lousan,λούω,verb,h(ma=s,ἐγώ,pronoun,w(/ste,ὥστε,conjunction,qai)mati/dia,ἱματίδιον,adjective,sei/ein,σείω,verb,pa/restin,πάρειμι,verb,w(/sper,ὥσπερ,adverb,e)neourhko/tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*poseidw=,Ποσειδῶν,proper,to\n,ὁ,article,a(luko\n,ἁλυκός,adjective,di/kaia/,δίκαιος,adjective,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,ga\r,γάρ,particle,au)toi\,αὐτός,pronoun,cumponhreuw/meqa,συμπονηρεύομαι,verb,tai=sin,ὁ,article,gunaici\,γυνή,noun,kai\,καί,conjunction,dida/skwmen,διδάσκω,verb,trufa=n,τρυφάω,verb,toiau=t',τοιοῦτος,adjective,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,blasta/nei,βλαστάνω,verb,bouleu/mata,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,le/gomen,λέγω,verb,e)n,ἐν,preposition,tw=n,ὁ,article,dhmiourgw=n,δημιουργός,noun,toiadi/,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,xrusoxo/e,χρυσοχόος,adjective,to\n,ὁ,article,ormon,,,o(\n,ὅς,pronoun,e)peskeu/asas,ἐπισκευάζω,verb,o)rxoume/nhs,ὀρχέομαι,verb,mou,ἐγώ,pronoun,th=s,ὁ,article,gunaiko\s,γυνή,noun,e(spe/ras,ἑσπέρα,noun,h(,ὁ,article,ba/lanos,βάλανος,adjective,e)kpe/ptwken,ἐκπίτνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,trh/matos,τρῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)/st',εἰμί,verb,e)s,εἰς,preposition,*salami=na,Σαλαμίς,proper,pleuste/a,πλευστέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,h)\n,ἐάν,conjunction,sxola/sh|s,σχολάζω,verb,pa/sh|,πᾶς,adjective,te/xnh|,τέχνη,noun,pro\s,πρός,preposition,e(spe/ran,ἑσπέρα,noun,e)lqw\n,ἔρχομαι,verb,e)kei/nh|,ἐκεῖνος,pronoun,th\n,ὁ,article,ba/lanon,βάλανος,adjective,e)na/rmoson',ἐναρμόζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teros,ἕτερος,adjective,de/,δέ,particle,tis,τις,pronoun,pro\s,πρός,preposition,skutoto/mon,σκυτοτόμος,adjective,tadi\,ὅδε,pronoun,le/gei,λέγω,verb,neani/an,νεανίης,noun,kai\,καί,conjunction,pe/os,πέος,noun,e)/xont',ἔχω,verb,ou),οὐ,adverb,paidiko/n,παιδικόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,skutoto/me,σκυτοτόμος,adjective,mou,ἐγώ,pronoun,th=s,ὁ,article,gunaiko\s,γυνή,noun,tou=,ὁ,article,podo\s,πούς,noun,to\,ὁ,article,daktuli/dion,δακτυλίδιον,noun,cumpie/zei,συμπιέζω,verb,to\,ὁ,article,zugo\n,ζυγόν,noun,a(/q',ἅτε,adverb,a(palo\n,ἁπαλός,adjective,o)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=t',οὗτος,pronoun,ou)=n,οὖν,particle,su\,σύ,pronoun,th=s,ὁ,article,meshmbri/as,μεσημβρία,noun,e)lqw\n,ἔρχομαι,verb,xa/lason,χαλάω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,eu)rute/rws,εὐρύς,adjective,e)/xh|',ἔχις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=t',τοιοῦτος,adjective,a)ph/nthk',ἀπαντάω,verb,e)s,εἰς,preposition,toiauti\,τοιοῦτος,adjective,pra/gmata,πρᾶγμα,noun,o(/te,ὅτε,conjunction,g',γε,particle,w)\n,εἰμί,verb,e)gw\,ἐγώ,pronoun,pro/boulos,πρόβουλος,adjective,e)kpori/sas,ἐκπορίζω,verb,o(/pws,ὅπως,conjunction,kwph=s,κωπεύς,noun,e)/sontai,εἰμί,verb,ta)rguri/ou,ἀργύριον,adjective,nuni\,νυνί,adverb,de/on,δέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,gunaikw=n,γυνή,noun,a)poke/klh|mai,,,tai=s,ὁ,article,pu/lais,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,e)/rgon,ἔργον,noun,e(sta/nai,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,tou\s,ὁ,article,moxlou/s,μοχλός,noun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,au)ta\s,αὐτός,pronoun,th=s,ὁ,article,u(/brews,ὕβρις,noun,e)gw\,ἐγώ,pronoun,sxe/qw,σχέθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ke/xhnas,χάσκω,verb,w)=,ὦ,interjection,du/sthne,δύστηνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
