word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
le/goim',λέγω,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,xrh/,xrh\,χρή,verb,de\,δέ,particle,pro\s,πρός,preposition,fi/lon,φίλος,adjective,le/gein,λέγω,verb,tu/xas,τύχη,noun,barei/as,βαρύς,adjective,ta\s,ὁ,article,e)ma\s,ἐμός,adjective,ka)mou=,ἐγώ,pronoun,patro/s,πατήρ,noun,,,,,,,,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,kinei=s,κινέω,verb,mu=qon,i(keteu/w,ἱκετεύω,verb,ce/ne,ξένος,noun,a)/ggell',ἀγγέλλω,verb,*)ore/sth|,Ὀρέστης,proper,ta)ma\,ἁμός,adjective,kai\,καί,conjunction,kei/nou,ἐκεῖνος,pronoun,kaka/,κακός,adjective,prw=ton,πρότερος,adjective,me\n,μέν,particle,oi(/ois,οἷος,adjective,e)n,pe/plois,πέπλος,noun,au)li/zomai,αὐλίζομαι,verb,μῦθος,noun,ἐν,preposition,pi/nw|,πίνος,noun,q',τε,particle,o(/sw|,ὅσος,adjective,be/briq',βρίθω,verb,u(po\,ὑπό,preposition,ste/gaisi/,στέγη,noun,te,τε,particle,oi(/aisi,οἷος,adjective,nai/w,ναίω,verb,basilikw=n,βασιλικός,adjective,e)k,ἐκ,preposition,dwma/twn,δῶμα,noun,au)th\,αὐτός,pronoun,me\n,μέν,particle,e)kmoxqou=sa,ἐκμοχθέω,verb,kerki/sin,κερκίς,noun,pe/plous,πέπλος,noun,h)\,ἠέ,conjunction,gumno\n,γυμνός,adjective,e(/cw,ἔχω,verb,sw=ma,σῶμα,adjective,ka)sterh/somai,,,au)th\,αὐτός,pronoun,de\,δέ,particle,phga\s,πηγάς,noun,potami/ous,προσαμάω,verb,foroume/nh,φορέω,verb,a)ne/ortos,ἀνέορτος,adjective,i(erw=n,ἱερά,noun,kai\,καί,conjunction,xorw=n,χορός,noun,thtwme/nh,τητάομαι,verb
a)nai/nomai,ἀναίνομαι,verb,gunai=kas,γυνή,noun,ou)=sa,εἰμί,verb,parqe/nos,a)nai/nomai,ἀναίνομαι,verb,de\,δέ,particle,*ka/stor',Κάστωρ,proper,w(=|,ὅς,pronoun,pri\n,πρίν,adverb,e)s,εἰς,preposition,qeou\s,θεός,noun,e)lqei=n,ἔρχομαι,verb,e)/m',ἐγώ,pronoun,e)mnh/steuon,μνηστεύω,verb,ou)=san,εἰμί,verb,e)ggenh=,,,,,,,παρθένος,noun,ἐγγενής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/thr,μήτηρ,noun,d',δέ,particle,e)mh\,ἐμός,adjective,*frugi/oisin,e)n,ἐν,preposition,skuleu/masin,σκύλευμα,noun,qro/nw|,θρόνον,noun,ka/qhtai,καθίημι,verb,pro\s,πρός,preposition,d',δέ,particle,e(/draisin,ἕδρα,noun,*)asi/des,Ἄσιας,proper,dmwai\,δμωή,noun,stati/zous',στατίζω,verb,a(\s,ὅς,pronoun,e)/pers',e)mo\s,ἐμός,adjective,path/r,πατήρ,noun,Φρύγιος,proper,πέρθω,verb,*)idai=a,Ἰδαῖος,proper,fa/rh,φάρος,noun,xruse/ais,χρύσεος,adjective,e)zeugme/nai,ζεύγνυμι,verb,po/rpaisin,πόρπη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(=ma,αἷμα,noun,d',δέ,particle,e)/ti,ἔτι,adverb,patro\s,kata\,κατά,preposition,ste/gas,στέγη,noun,me/lan,μέλας,adjective,se/shpen,σήπω,verb,o(\s,ὅς,pronoun,d',δέ,particle,e)kei=non,ἐκεῖνος,pronoun,e)/ktanen,κτείνω,verb,e)s,εἰς,preposition,tau)ta\,ταυτός,adjective,bai/nwn,βαίνω,verb,a(/rmat',e)kfoita=|,ἐκφοιτάω,verb,patri/,πατήρ,noun,πατήρ,noun,ἅρμα,noun,kai\,καί,conjunction,skh=ptr',σκῆπτρον,noun,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,*(/ellhsin,Ἕλλην,proper,e)strathla/tei,στρατάω,verb,miaifo/noisi,μιαίφονος,adjective,xersi\,χείρ,noun,gaurou=tai,γαυρόομαι,verb,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agame/mnonos,Ἀγαμέμνων,proper,de\,δέ,particle,tu/mbos,τύμβος,noun,h)timasme/nos,ou)/pw,οὔπω,adverb,xoa/s,χοή,noun,pot',ποτέ,particle,ou)de\,οὐδέ,particle,klw=na,κλών,adjective,mursi/nhs,μυρσίνη,noun,e)/labe,λαμβάνω,verb,pura\,πυρά,noun,de\,δέ,particle,xe/rsos,χέρσος,noun,a)glai+sma/twn,ἀγλάισμα,noun,,,,,,,,ἀτιμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/qh|,μέθη,noun,de\,δέ,particle,brexqei\s,βρέχω,verb,th=s,e)mh=s,ἐμός,adjective,mhtro\s,μήτηρ,noun,po/sis,πόσις,noun,o(,ὁ,article,kleino/s,κλεινός,adjective,w(s,ὡς,conjunction,le/gousin,λέγω,verb,e)nqrw/|skei,ἐνθρῴσκω,verb,ta/fw|,τάφος,noun,pe/trois,πέτρος,noun,te,τε,particle,leu/ei,mnh=ma,μνῆμα,noun,la/inon,λάινος,adjective,ὁ,article,λεύω,verb,patro/s,πατήρ,noun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,tolma=|,τολμάω,verb,tou)/pos,ἔπος,adjective,ei)s,εἰς,preposition,h(ma=s,ἐγώ,pronoun,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,pai=s,πᾶς,adjective,*)ore/sths,Ὀρέστης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra/,ἆρα,particle,soi,σύ,pronoun,tu/mbw|,τύμβος,noun,kalw=s,parw\n,πάρειμι,verb,a)mu/nei,ἀμύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,a)pw\n,ἄπειμι,verb,u(bri/zetai,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,ce/n',ξένος,noun,i(keteu/w,s',σύ,pronoun,a)pa/ggeilon,ἀπαγγέλλω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱκετεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,d',δέ,particle,e)piste/llousin,ἐπιστέλλω,verb,e(rmhneu\s,d',δέ,particle,e)gw/,ἐγώ,pronoun,ai(,ὁ,article,xei=res,χείρ,noun,h(,ὁ,article,glw=ss',γλῶσσα,noun,h(,ὁ,article,talai/pwro/s,ταλαίπωρος,adjective,te,τε,particle,frh/n,φρήν,noun,ka/ra,κάρα,noun,t',e)mo\n,ἐμός,adjective,curh=kes,ξυρήκης,adjective,ἑρμηνεύς,noun,τε,particle,o(/,ὅς,pronoun,t',τε,particle,e)kei=non,ἐκεῖνος,pronoun,tekw/n,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxro\n,αἰσχρός,adjective,ga/r,γάρ,particle,ei),εἰ,conjunction,path\r,me\n,μέν,particle,e)cei=len,ἐξαιρέω,verb,*fru/gas,Φρύξ,proper,o(,ὁ,article,d',δέ,particle,a)/ndr',ἀνήρ,noun,e(/n',ἕνος,adjective,ei(=s,εἷς,adjective,w)\n,εἰμί,verb,ou),οὐ,adverb,dunh/setai,δύναμαι,verb,ktanei=n,ne/os,νέος,adjective,pefukw\s,φύω,verb,πατήρ,noun,κτείνω,verb,ka)c,ἐκ,preposition,a)mei/nonos,ἀμείνων,adjective,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,de/dorka,δέρκομαι,verb,to/nde,so\n,σός,adjective,le/gw,λέγω,verb,po/sin,πόσις,noun,lh/canta,λήγω,verb,mo/xqou,μόχθος,noun,pro\s,πρός,preposition,do/mous,δόμος,noun,w(rmhme/non,ὁρμάω,verb,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nas,τίς,pronoun,tou/sd',ὅδε,pronoun,e)n,ἐν,preposition,pu/lais,o(rw=,ὁράω,verb,ce/nous,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,τίς,pronoun,d',δέ,particle,e(/kati,ἕκητι,adverb,ta/sd',e)p',ἐπί,preposition,a)grau/lous,ἄγραυλος,adjective,pu/las,πύλη,adjective,prosh=lqon,προσέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,'mou=,ἐγώ,pronoun,deo/menoi,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunaiki/,γυνή,noun,toi,τοι,particle,ai)sxro\n,αἰσχρός,adjective,met',a)ndrw=n,ἀνήρ,noun,e(sta/nai,ἵστημι,verb,neaniw=n,νεανίης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltat',φίλτατος,adjective,ei)s,εἰς,preposition,u(/popta,mh\,μή,conjunction,mo/lh|s,βλώσκω,verb,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὕποπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,o)/nta,εἰμί,verb,d',δέ,particle,ei)/sh|,mu=qon,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἴδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/de,ὅδε,pronoun,ga\r,γάρ,particle,ce/noi,ξένος,noun,h(/kous',*)ore/stou,Ὀρέστης,proper,pro/s,πρός,preposition,me,ἐγώ,pronoun,kh/rukes,κῆρυξ,noun,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,ce/noi,ξένος,noun,su/ggnwte,toi=s,ὁ,article,ei)rhme/nois,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συγγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fasi/n,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(nh\r,ἀνήρ,noun,e)/sti,εἰμί,verb,kai\,καί,conjunction,leu/ssei,fa/os,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λεύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,lo/gw|,λόγος,noun,gou=n,γοῦν,particle,fasi\,d',δέ,particle,ou)k,οὐ,adverb,a)/pist',ἀφίστημι,verb,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,kai/,καί,conjunction,ti,τις,pronoun,patro\s,sw=n,σός,adjective,te,τε,particle,me/mnhtai,μιμνήσκω,verb,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,e)lpi/sin,ἐλπίς,noun,tau=t',οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)sqenh\s,ἀσθενής,adjective,feu/gwn,φεύγω,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqon,ἔρχομαι,verb,d',δέ,particle,*)ore/stou,Ὀρέστης,proper,ti/n',a)goreu/ontes,ἀγορεύω,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skopou\s,σκοπός,noun,e)/pemye,πέμπω,verb,tou/sde,ὅδε,pronoun,tw=n,e)mw=n,ἐμός,adjective,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,ta\,ὁ,article,me\n,μέν,particle,leu/ssousi,ta\,ὁ,article,de\,δέ,particle,su/,σύ,pronoun,pou,πού,adverb,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,λεύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sasin,οἶδα,verb,ou)de\n,οὐδείς,pronoun,tw=nd',ὅδε,pronoun,e)/xousin,e)ndee/s,ἐνδεής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,pa/lai,πάλαι,adverb,xrh=n,χράω,verb,toi=sd',a)neptu/xqai,ἀναπτύσσω,verb,pu/las,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwrei=t',χωρέω,verb,e)s,εἰς,preposition,oi)/kous,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,ga\r,γάρ,particle,xrhstw=n,χρηστός,adjective,lo/gwn,ceni/wn,ξένιος,adjective,kurh/seq',κυρέω,verb,oi(=',οἷος,adjective,e)mo\s,ἐμός,adjective,keu/qei,κεύθω,verb,do/mos,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)/resq',αἴρω,verb,o)padoi/,ὀπηδός,noun,tw=nd',ὅδε,pronoun,e)/sw,teu/xh,τεῦχος,noun,do/mwn,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mhde\n,μηδείς,pronoun,a)ntei/phte,ἀντεῖπον,verb,para\,fi/lou,φίλος,adjective,fi/loi,φίλος,adjective,molo/ntes,βλώσκω,verb,a)ndro/s,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,pe/nhs,e)/fun,φύω,verb,ou)/toi,οὔτοι,adverb,to/,ὁ,article,g',γε,particle,h)=qos,ἦθος,adjective,dusgene\s,δυσγενής,adverb,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,πένης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,qew=n,θέα,noun,o(/d',ὅδε,pronoun,a(nh\r,o(\s,ὅς,pronoun,sunekkle/ptei,συνεκκλέπτω,verb,ga/mous,γάμος,adjective,tou\s,ὁ,article,sou/s,σός,adjective,*)ore/sthn,Ὀρέστης,proper,ou),οὐ,adverb,kataisxu/nein,καταισχύνω,verb,qe/lwn,ἐθέλω,verb,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ke/klhtai,καλέω,verb,po/sis,πόσις,noun,e)mo\s,th=s,ὁ,article,a)qli/as,ἄθλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/st',εἰμί,verb,a)kribe\s,ἀκριβής,adjective,ou)de\n,ei)s,εἰς,preposition,eu)andri/an,εὐανδρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xousi,ἔχω,verb,ga\r,γάρ,particle,taragmo\n,ταραγμός,noun,ai(,fu/seis,φύσις,noun,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,ga\r,γάρ,particle,ei)=don,εἶδον,verb,a)/ndra,gennai/ou,γενναῖος,adjective,patro\s,πατήρ,noun,to\,ὁ,article,mhde\n,μηδείς,pronoun,o)/nta,εἰμί,verb,xrhsta/,χρηστός,adjective,t',τε,particle,e)k,ἐκ,preposition,kakw=n,κακός,adjective,te/kna,τέκνον,noun,limo/n,λιμός,noun,t',e)n,ἐν,preposition,a)ndro\s,ἀνήρ,noun,ἀνήρ,noun,τε,particle,plousi/ou,πλούσιος,adjective,fronh/mati,φρόνημα,noun,gnw/mhn,γνώμη,noun,te,τε,particle,mega/lhn,μέγας,adverb,e)n,ἐν,preposition,pe/nhti,πένης,noun,sw/mati,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,tis,τις,pronoun,au)ta\,dialabw\n,διαλαμβάνω,verb,o)rqw=s,ὀρθός,adjective,krinei=,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
